tic,time,open,high,low,close,volume,day
688567.sh,2022-06-02,23.5,24.58,23.27,24.38,73320,3
688567.sh,2022-06-06,24.06,25.81,24.03,25.36,93047,0
688567.sh,2022-06-07,25.4,25.4,24.34,24.54,67684,1
688567.sh,2022-06-08,24.45,25.45,24.45,25.35,81470,2
688567.sh,2022-06-09,25.29,25.88,24.66,24.97,54755,3
688567.sh,2022-06-10,24.72,25.8,24.53,25.2,55906,4
688567.sh,2022-06-13,24.83,25.7,24.7,25.37,55806,0
688567.sh,2022-06-14,25.1,25.1,23.9,24.97,89204,1
688567.sh,2022-06-15,24.89,25.59,24.51,24.63,67906,2
688567.sh,2022-06-16,24.63,26.15,24.51,25.58,102406,3
688567.sh,2022-06-17,25.54,26.8,25.29,26.53,83412,4
688567.sh,2022-06-20,26.75,27.3,25.88,26.75,136877,0
688567.sh,2022-06-21,26.8,26.83,25.91,26.22,54871,1
688567.sh,2022-06-22,26.17,27.3,25.88,26.58,76118,2
688567.sh,2022-06-23,26.9,29.36,26.9,28.79,166968,3
688567.sh,2022-06-24,29.12,29.79,28.43,29.45,117672,4
688567.sh,2022-06-27,30.11,31.61,29.7,30.35,147980,0
688567.sh,2022-06-28,30.35,30.88,29.87,30.18,77912,1
688567.sh,2022-06-29,30.18,30.18,27.79,27.96,146334,2
688567.sh,2022-06-30,28.2,29.16,27.98,28.41,96555,3
688567.sh,2022-07-01,28.45,29.12,27.71,28.59,87611,4
688567.sh,2022-07-04,28.49,28.69,27.71,28.5,58755,0
688567.sh,2022-07-05,28.6,29.17,27.2,27.56,97596,1
688567.sh,2022-07-06,27.54,28.3,27.22,27.54,72673,2
688567.sh,2022-07-07,27.3,29.19,27.26,28.96,109757,3
688567.sh,2022-07-08,29.01,29.61,27.65,27.85,80449,4
688567.sh,2022-07-11,27.7,27.7,26.6,27.4,68647,0
688567.sh,2022-07-12,27.13,27.96,26.67,27.0,52189,1
688567.sh,2022-07-13,27.02,28.08,26.33,27.65,71642,2
688567.sh,2022-07-14,27.64,28.99,27.3,28.71,98465,3
688567.sh,2022-07-15,28.86,28.91,28.3,28.37,70708,4
688567.sh,2022-07-18,28.55,29.31,28.2,28.5,57835,0
688567.sh,2022-07-19,28.52,28.68,27.72,27.85,56246,1
688567.sh,2022-07-20,27.9,28.76,27.8,28.31,45242,2
688567.sh,2022-07-21,28.94,30.66,28.33,30.24,150794,3
688567.sh,2022-07-22,30.24,33.98,30.08,33.2,316822,4
688567.sh,2022-07-25,32.34,32.78,31.5,32.16,168574,0
